Indicator,Market,Destination,Units,period_date,value
PPPD,Korea,Statewide,dollar,2025-11-01,336.88
PPPD,Latin America,Statewide,dollar,2025-11-01,295.43
PPPD,Visitors by ship,Statewide,dollar,2025-11-01,107.07
PPPT,Total,Statewide,dollar,2025-11-01,2396.62
PPPT,US Total,Statewide,dollar,2025-11-01,2480.43
PPPT,Japan,Statewide,dollar,2025-11-01,1425.7
PPPT,Canada,Statewide,dollar,2025-11-01,2449.28
PPPT,Europe,Statewide,dollar,2025-11-01,2807.3
PPPT,Oceania,Statewide,dollar,2025-11-01,2968.81
PPPT,Other Asia,Statewide,dollar,2025-11-01,2613.16
PPPT,China,Statewide,dollar,2025-11-01,3762.68
PPPT,Korea,Statewide,dollar,2025-11-01,2560.92
PPPT,Latin America,Statewide,dollar,2025-11-01,3195.96
PPPT,Visitors by ship,Statewide,dollar,2025-11-01,491.72
Visitor arrivals,Total,Statewide,persons,2025-12-01,868894.0
Visitor arrivals,US Total,Statewide,persons,2025-12-01,667580.0
Visitor arrivals,US Total,Oahu,persons,2025-12-01,334366.0
Visitor arrivals,US Total,Kauai,persons,2025-12-01,109708.0
Visitor arrivals,US Total,Maui County,persons,2025-12-01,209870.0
Visitor arrivals,US Total,Maui Island,persons,2025-12-01,208227.0
Visitor arrivals,US Total,Molokai,persons,2025-12-01,1018.0
Visitor arrivals,US Total,Lanai,persons,2025-12-01,2076.0
Visitor arrivals,US Total,Hawaii Island,persons,2025-12-01,141129.0
Visitor arrivals,US Total,Hilo,persons,2025-12-01,48410.0
Visitor arrivals,US Total,Kona,persons,2025-12-01,125925.0
Visitor arrivals,Japan,Statewide,persons,2025-12-01,71929.0
Visitor arrivals,Japan,Oahu,persons,2025-12-01,71090.0
Visitor arrivals,Japan,Kauai,persons,2025-12-01,570.0
Visitor arrivals,Japan,Maui County,persons,2025-12-01,918.0
Visitor arrivals,Japan,Maui Island,persons,2025-12-01,858.0
Visitor arrivals,Japan,Molokai,persons,2025-12-01,60.0
Visitor arrivals,Japan,Lanai,persons,2025-12-01,0.0
Visitor arrivals,Japan,Hawaii Island,persons,2025-12-01,3461.0
Visitor arrivals,Japan,Hilo,persons,2025-12-01,1306.0
Visitor arrivals,Japan,Kona,persons,2025-12-01,2488.0
Visitor arrivals,Canada,Statewide,persons,2025-12-01,46633.0
Visitor arrivals,Canada,Oahu,persons,2025-12-01,29639.0
Visitor arrivals,Canada,Kauai,persons,2025-12-01,6069.0
Visitor arrivals,Canada,Maui County,persons,2025-12-01,21422.0
Visitor arrivals,Canada,Maui Island,persons,2025-12-01,21133.0
Visitor arrivals,Canada,Molokai,persons,2025-12-01,336.0
Visitor arrivals,Canada,Lanai,persons,2025-12-01,771.0
Visitor arrivals,Canada,Hawaii Island,persons,2025-12-01,8552.0
Visitor arrivals,Canada,Hilo,persons,2025-12-01,4358.0
Visitor arrivals,Canada,Kona,persons,2025-12-01,8306.0
Visitor arrivals,Europe,Statewide,persons,2025-12-01,7194.0
Visitor arrivals,Europe,Oahu,persons,2025-12-01,5227.0
Visitor arrivals,Europe,Kauai,persons,2025-12-01,1518.0
Visitor arrivals,Europe,Maui County,persons,2025-12-01,3812.0
Visitor arrivals,Europe,Maui Island,persons,2025-12-01,3690.0
Visitor arrivals,Europe,Molokai,persons,2025-12-01,199.0
Visitor arrivals,Europe,Lanai,persons,2025-12-01,114.0
Visitor arrivals,Europe,Hawaii Island,persons,2025-12-01,2712.0
Visitor arrivals,Europe,Hilo,persons,2025-12-01,1402.0
Visitor arrivals,Europe,Kona,persons,2025-12-01,2299.0
Visitor arrivals,United Kingdom,Statewide,persons,2025-12-01,
Visitor arrivals,France,Statewide,persons,2025-12-01,
Visitor arrivals,Germany,Statewide,persons,2025-12-01,
Visitor arrivals,Italy,Statewide,persons,2025-12-01,
Visitor arrivals,Switzerland,Statewide,persons,2025-12-01,
Visitor arrivals,Oceania,Statewide,persons,2025-12-01,13090.0
Visitor arrivals,Oceania,Oahu,persons,2025-12-01,12295.0
Visitor arrivals,Oceania,Kauai,persons,2025-12-01,1106.0
Visitor arrivals,Oceania,Maui County,persons,2025-12-01,2051.0
Visitor arrivals,Oceania,Maui Island,persons,2025-12-01,2015.0
Visitor arrivals,Oceania,Molokai,persons,2025-12-01,9.0
Visitor arrivals,Oceania,Lanai,persons,2025-12-01,36.0
Visitor arrivals,Oceania,Hawaii Island,persons,2025-12-01,1581.0
Visitor arrivals,Oceania,Hilo,persons,2025-12-01,660.0
Visitor arrivals,Oceania,Kona,persons,2025-12-01,1341.0
Visitor arrivals,Australia,Statewide,persons,2025-12-01,10720.0
Visitor arrivals,Australia,Oahu,persons,2025-12-01,10023.0
Visitor arrivals,Australia,Kauai,persons,2025-12-01,1077.0
Visitor arrivals,Australia,Maui County,persons,2025-12-01,1932.0
Visitor arrivals,Australia,Maui Island,persons,2025-12-01,1897.0
Visitor arrivals,Australia,Molokai,persons,2025-12-01,9.0
Visitor arrivals,Australia,Lanai,persons,2025-12-01,36.0
Visitor arrivals,Australia,Hawaii Island,persons,2025-12-01,1473.0
Visitor arrivals,Australia,Hilo,persons,2025-12-01,611.0
Visitor arrivals,Australia,Kona,persons,2025-12-01,1282.0
Visitor arrivals,New Zealand,Statewide,persons,2025-12-01,2370.0
Visitor arrivals,New Zealand,Oahu,persons,2025-12-01,2271.0
Visitor arrivals,New Zealand,Kauai,persons,2025-12-01,30.0
Visitor arrivals,New Zealand,Maui County,persons,2025-12-01,118.0
Visitor arrivals,New Zealand,Maui Island,persons,2025-12-01,118.0
Visitor arrivals,New Zealand,Molokai,persons,2025-12-01,0.0
Visitor arrivals,New Zealand,Lanai,persons,2025-12-01,0.0
Visitor arrivals,New Zealand,Hawaii Island,persons,2025-12-01,109.0
Visitor arrivals,New Zealand,Hilo,persons,2025-12-01,49.0
Visitor arrivals,New Zealand,Kona,persons,2025-12-01,59.0
Visitor arrivals,Other Asia,Statewide,persons,2025-12-01,20167.0
Visitor arrivals,Other Asia,Oahu,persons,2025-12-01,19738.0
Visitor arrivals,Other Asia,Kauai,persons,2025-12-01,860.0
Visitor arrivals,Other Asia,Maui County,persons,2025-12-01,2151.0
Visitor arrivals,Other Asia,Maui Island,persons,2025-12-01,1968.0
Visitor arrivals,Other Asia,Molokai,persons,2025-12-01,587.0
Visitor arrivals,Other Asia,Lanai,persons,2025-12-01,403.0
Visitor arrivals,Other Asia,Hawaii Island,persons,2025-12-01,3896.0
Visitor arrivals,Other Asia,Hilo,persons,2025-12-01,1963.0
Visitor arrivals,Other Asia,Kona,persons,2025-12-01,3117.0
Visitor arrivals,China,Statewide,persons,2025-12-01,2763.0
Visitor arrivals,China,Oahu,persons,2025-12-01,2618.0
Visitor arrivals,China,Kauai,persons,2025-12-01,473.0
Visitor arrivals,China,Maui County,persons,2025-12-01,660.0
Visitor arrivals,China,Maui Island,persons,2025-12-01,660.0
Visitor arrivals,China,Molokai,persons,2025-12-01,403.0
Visitor arrivals,China,Lanai,persons,2025-12-01,403.0
Visitor arrivals,China,Hawaii Island,persons,2025-12-01,1688.0
Visitor arrivals,China,Hilo,persons,2025-12-01,891.0
Visitor arrivals,China,Kona,persons,2025-12-01,1561.0
Visitor arrivals,Hong Kong,Statewide,persons,2025-12-01,
Visitor arrivals,Korea,Statewide,persons,2025-12-01,16440.0
Visitor arrivals,Korea,Oahu,persons,2025-12-01,16258.0
Visitor arrivals,Korea,Kauai,persons,2025-12-01,353.0
Visitor arrivals,Korea,Maui County,persons,2025-12-01,1413.0
Visitor arrivals,Korea,Maui Island,persons,2025-12-01,1230.0
Visitor arrivals,Korea,Molokai,persons,2025-12-01,184.0
Visitor arrivals,Korea,Lanai,persons,2025-12-01,0.0
Visitor arrivals,Korea,Hawaii Island,persons,2025-12-01,2083.0
Visitor arrivals,Korea,Hilo,persons,2025-12-01,1030.0
Visitor arrivals,Korea,Kona,persons,2025-12-01,1440.0
Visitor arrivals,Singapore,Statewide,persons,2025-12-01,
Visitor arrivals,Taiwan,Statewide,persons,2025-12-01,475.0
Visitor arrivals,Taiwan,Oahu,persons,2025-12-01,475.0
Visitor arrivals,Taiwan,Kauai,persons,2025-12-01,7.0
Visitor arrivals,Taiwan,Maui County,persons,2025-12-01,7.0
Visitor arrivals,Taiwan,Maui Island,persons,2025-12-01,7.0
Visitor arrivals,Taiwan,Molokai,persons,2025-12-01,0.0
Visitor arrivals,Taiwan,Lanai,persons,2025-12-01,0.0
Visitor arrivals,Taiwan,Hawaii Island,persons,2025-12-01,35.0
Visitor arrivals,Taiwan,Hilo,persons,2025-12-01,35.0
Visitor arrivals,Taiwan,Kona,persons,2025-12-01,28.0
Visitor arrivals,Latin America,Statewide,persons,2025-12-01,1284.0
Visitor arrivals,Latin America,Oahu,persons,2025-12-01,1013.0
Visitor arrivals,Latin America,Kauai,persons,2025-12-01,28.0
Visitor arrivals,Latin America,Maui County,persons,2025-12-01,249.0
Visitor arrivals,Latin America,Maui Island,persons,2025-12-01,249.0
Visitor arrivals,Latin America,Molokai,persons,2025-12-01,0.0
Visitor arrivals,Latin America,Lanai,persons,2025-12-01,0.0
Visitor arrivals,Latin America,Hawaii Island,persons,2025-12-01,303.0
Visitor arrivals,Latin America,Hilo,persons,2025-12-01,259.0
Visitor arrivals,Latin America,Kona,persons,2025-12-01,54.0
Visitor arrivals,Argentina,Statewide,persons,2025-12-01,
Visitor arrivals,Brazil,Statewide,persons,2025-12-01,
Visitor arrivals,Mexico,Statewide,persons,2025-12-01,
Visitor arrivals,Visitors by ship,Statewide,persons,2025-12-01,18631.0
Visitor days,Total,Statewide,days,2025-12-01,7748712.0
Visitor days,US Total,Statewide,days,2025-12-01,6077357.0
Visitor days,Japan,Statewide,days,2025-12-01,442242.0
Visitor days,Canada,Statewide,days,2025-12-01,530723.0
Visitor days,Europe,Statewide,days,2025-12-01,95547.0
Visitor days,United Kingdom,Statewide,days,2025-12-01,
Visitor days,France,Statewide,days,2025-12-01,
Visitor days,Germany,Statewide,days,2025-12-01,
Visitor days,Italy,Statewide,days,2025-12-01,
Visitor days,Switzerland,Statewide,days,2025-12-01,
Visitor days,Oceania,Statewide,days,2025-12-01,127619.0
Visitor days,Australia,Statewide,days,2025-12-01,107078.0
Visitor days,New Zealand,Statewide,days,2025-12-01,20541.0
Visitor days,Other Asia,Statewide,days,2025-12-01,164059.0
Visitor days,China,Statewide,days,2025-12-01,25618.0
Visitor days,Hong Kong,Statewide,days,2025-12-01,
Visitor days,Korea,Statewide,days,2025-12-01,130914.0
Visitor days,Singapore,Statewide,days,2025-12-01,
Visitor days,Taiwan,Statewide,days,2025-12-01,4056.0
Visitor days,Latin America,Statewide,days,2025-12-01,11309.0
Visitor days,Argentina,Statewide,days,2025-12-01,
Visitor days,Brazil,Statewide,days,2025-12-01,
Visitor days,Mexico,Statewide,days,2025-12-01,
Visitor days,Visitors by ship,Statewide,days,2025-12-01,94378.0
Expenditure,Total,Statewide,$ mil,2025-12-01,2116.38
Expenditure,US Total,Statewide,$ mil,2025-12-01,1707.02
Expenditure,Japan,Statewide,$ mil,2025-12-01,104.88
Expenditure,Canada,Statewide,$ mil,2025-12-01,118.68
Expenditure,Europe,Statewide,$ mil,2025-12-01,23.39
Expenditure,Oceania,Statewide,$ mil,2025-12-01,39.76
Expenditure,Other Asia,Statewide,$ mil,2025-12-01,54.48
Expenditure,China,Statewide,$ mil,2025-12-01,8.95
Expenditure,Korea,Statewide,$ mil,2025-12-01,43.4
Expenditure,Latin America,Statewide,$ mil,2025-12-01,2.97
Expenditure,Visitors by ship,Statewide,$ mil,2025-12-01,9.68
Daily census,Total,Statewide,persons,2025-12-01,249958.0
Daily census,US Total,Statewide,persons,2025-12-01,196044.0
Daily census,Japan,Statewide,persons,2025-12-01,14266.0
Daily census,Canada,Statewide,persons,2025-12-01,17120.0
Daily census,Europe,Statewide,persons,2025-12-01,3082.0
Daily census,United Kingdom,Statewide,persons,2025-12-01,
Daily census,France,Statewide,persons,2025-12-01,
Daily census,Germany,Statewide,persons,2025-12-01,
Daily census,Italy,Statewide,persons,2025-12-01,
Daily census,Switzerland,Statewide,persons,2025-12-01,
Daily census,Oceania,Statewide,persons,2025-12-01,4117.0
Daily census,Australia,Statewide,persons,2025-12-01,3454.0
Daily census,New Zealand,Statewide,persons,2025-12-01,663.0
Daily census,Other Asia,Statewide,persons,2025-12-01,5292.0
Daily census,China,Statewide,persons,2025-12-01,826.0
Daily census,Hong Kong,Statewide,persons,2025-12-01,
Daily census,Korea,Statewide,persons,2025-12-01,4223.0
Daily census,Singapore,Statewide,persons,2025-12-01,
Daily census,Taiwan,Statewide,persons,2025-12-01,131.0
Daily census,Latin America,Statewide,persons,2025-12-01,365.0
Daily census,Argentina,Statewide,persons,2025-12-01,
Daily census,Brazil,Statewide,persons,2025-12-01,
Daily census,Mexico,Statewide,persons,2025-12-01,
Daily census,Visitors by ship,Statewide,persons,2025-12-01,3044.0
Length of stay,Total,Statewide,days,2025-12-01,8.92
Length of stay,US Total,Statewide,days,2025-12-01,9.1
Length of stay,Japan,Statewide,days,2025-12-01,6.15
Length of stay,Canada,Statewide,days,2025-12-01,11.38
Length of stay,Europe,Statewide,days,2025-12-01,13.28
Length of stay,United Kingdom,Statewide,days,2025-12-01,
Length of stay,France,Statewide,days,2025-12-01,
Length of stay,Germany,Statewide,days,2025-12-01,
Length of stay,Italy,Statewide,days,2025-12-01,
Length of stay,Switzerland,Statewide,days,2025-12-01,
Length of stay,Oceania,Statewide,days,2025-12-01,9.75
Length of stay,Australia,Statewide,days,2025-12-01,9.99
Length of stay,New Zealand,Statewide,days,2025-12-01,8.67
Length of stay,Other Asia,Statewide,days,2025-12-01,8.13
Length of stay,China,Statewide,days,2025-12-01,9.27
Length of stay,Hong Kong,Statewide,days,2025-12-01,
Length of stay,Korea,Statewide,days,2025-12-01,7.96
Length of stay,Singapore,Statewide,days,2025-12-01,
Length of stay,Taiwan,Statewide,days,2025-12-01,8.55
Length of stay,Latin America,Statewide,days,2025-12-01,8.81
Length of stay,Argentina,Statewide,days,2025-12-01,
Length of stay,Brazil,Statewide,days,2025-12-01,
Length of stay,Mexico,Statewide,days,2025-12-01,
Length of stay,Visitors by ship,Statewide,days,2025-12-01,5.07
PPPD,Total,Statewide,dollar,2025-12-01,273.13
PPPD,US Total,Statewide,dollar,2025-12-01,280.88
PPPD,Japan,Statewide,dollar,2025-12-01,237.15
PPPD,Canada,Statewide,dollar,2025-12-01,223.61
PPPD,Europe,Statewide,dollar,2025-12-01,244.84
PPPD,Oceania,Statewide,dollar,2025-12-01,311.58
PPPD,Other Asia,Statewide,dollar,2025-12-01,332.09
PPPD,China,Statewide,dollar,2025-12-01,349.49
PPPD,Korea,Statewide,dollar,2025-12-01,331.48
PPPD,Latin America,Statewide,dollar,2025-12-01,262.34
PPPD,Visitors by ship,Statewide,dollar,2025-12-01,102.54
PPPT,Total,Statewide,dollar,2025-12-01,2435.71
PPPT,US Total,Statewide,dollar,2025-12-01,2557.03
PPPT,Japan,Statewide,dollar,2025-12-01,1458.09
PPPT,Canada,Statewide,dollar,2025-12-01,2544.86
PPPT,Europe,Statewide,dollar,2025-12-01,3251.64
PPPT,Oceania,Statewide,dollar,2025-12-01,3037.71
PPPT,Other Asia,Statewide,dollar,2025-12-01,2701.5
PPPT,China,Statewide,dollar,2025-12-01,3240.92
PPPT,Korea,Statewide,dollar,2025-12-01,2639.71
PPPT,Latin America,Statewide,dollar,2025-12-01,2310.51
PPPT,Visitors by ship,Statewide,dollar,2025-12-01,519.44
Visitor arrivals,Total,Statewide,persons,2026-01-01,874358.0
Visitor arrivals,US Total,Statewide,persons,2026-01-01,674704.0
Visitor arrivals,US Total,Oahu,persons,2026-01-01,371341.0
Visitor arrivals,US Total,Kauai,persons,2026-01-01,108317.0
Visitor arrivals,US Total,Maui County,persons,2026-01-01,197831.0
Visitor arrivals,US Total,Maui Island,persons,2026-01-01,195280.0
Visitor arrivals,US Total,Molokai,persons,2026-01-01,1993.0
Visitor arrivals,US Total,Lanai,persons,2026-01-01,1961.0
Visitor arrivals,US Total,Hawaii Island,persons,2026-01-01,124087.0
Visitor arrivals,US Total,Hilo,persons,2026-01-01,35683.0
Visitor arrivals,US Total,Kona,persons,2026-01-01,111074.0
Visitor arrivals,Japan,Statewide,persons,2026-01-01,56731.0
Visitor arrivals,Japan,Oahu,persons,2026-01-01,55858.0
Visitor arrivals,Japan,Kauai,persons,2026-01-01,397.0
Visitor arrivals,Japan,Maui County,persons,2026-01-01,673.0
Visitor arrivals,Japan,Maui Island,persons,2026-01-01,673.0
Visitor arrivals,Japan,Molokai,persons,2026-01-01,0.0
Visitor arrivals,Japan,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Japan,Hawaii Island,persons,2026-01-01,2769.0
Visitor arrivals,Japan,Hilo,persons,2026-01-01,1038.0
Visitor arrivals,Japan,Kona,persons,2026-01-01,2031.0
Visitor arrivals,Canada,Statewide,persons,2026-01-01,49616.0
Visitor arrivals,Canada,Oahu,persons,2026-01-01,29481.0
Visitor arrivals,Canada,Kauai,persons,2026-01-01,4768.0
Visitor arrivals,Canada,Maui County,persons,2026-01-01,24591.0
Visitor arrivals,Canada,Maui Island,persons,2026-01-01,24387.0
Visitor arrivals,Canada,Molokai,persons,2026-01-01,286.0
Visitor arrivals,Canada,Lanai,persons,2026-01-01,578.0
Visitor arrivals,Canada,Hawaii Island,persons,2026-01-01,10754.0
Visitor arrivals,Canada,Hilo,persons,2026-01-01,2444.0
Visitor arrivals,Canada,Kona,persons,2026-01-01,10225.0
Visitor arrivals,Europe,Statewide,persons,2026-01-01,5894.0
Visitor arrivals,Europe,Oahu,persons,2026-01-01,4607.0
Visitor arrivals,Europe,Kauai,persons,2026-01-01,1031.0
Visitor arrivals,Europe,Maui County,persons,2026-01-01,2828.0
Visitor arrivals,Europe,Maui Island,persons,2026-01-01,2757.0
Visitor arrivals,Europe,Molokai,persons,2026-01-01,142.0
Visitor arrivals,Europe,Lanai,persons,2026-01-01,31.0
Visitor arrivals,Europe,Hawaii Island,persons,2026-01-01,2335.0
Visitor arrivals,Europe,Hilo,persons,2026-01-01,1401.0
Visitor arrivals,Europe,Kona,persons,2026-01-01,1944.0
Visitor arrivals,United Kingdom,Statewide,persons,2026-01-01,
Visitor arrivals,France,Statewide,persons,2026-01-01,
Visitor arrivals,Germany,Statewide,persons,2026-01-01,
Visitor arrivals,Italy,Statewide,persons,2026-01-01,
Visitor arrivals,Switzerland,Statewide,persons,2026-01-01,
Visitor arrivals,Oceania,Statewide,persons,2026-01-01,17872.0
Visitor arrivals,Oceania,Oahu,persons,2026-01-01,15730.0
Visitor arrivals,Oceania,Kauai,persons,2026-01-01,1287.0
Visitor arrivals,Oceania,Maui County,persons,2026-01-01,3844.0
Visitor arrivals,Oceania,Maui Island,persons,2026-01-01,3844.0
Visitor arrivals,Oceania,Molokai,persons,2026-01-01,0.0
Visitor arrivals,Oceania,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Oceania,Hawaii Island,persons,2026-01-01,3378.0
Visitor arrivals,Oceania,Hilo,persons,2026-01-01,1850.0
Visitor arrivals,Oceania,Kona,persons,2026-01-01,2883.0
Visitor arrivals,Australia,Statewide,persons,2026-01-01,14711.0
Visitor arrivals,Australia,Oahu,persons,2026-01-01,12718.0
Visitor arrivals,Australia,Kauai,persons,2026-01-01,1138.0
Visitor arrivals,Australia,Maui County,persons,2026-01-01,3336.0
Visitor arrivals,Australia,Maui Island,persons,2026-01-01,3336.0
Visitor arrivals,Australia,Molokai,persons,2026-01-01,0.0
Visitor arrivals,Australia,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Australia,Hawaii Island,persons,2026-01-01,3102.0
Visitor arrivals,Australia,Hilo,persons,2026-01-01,1723.0
Visitor arrivals,Australia,Kona,persons,2026-01-01,2607.0
Visitor arrivals,New Zealand,Statewide,persons,2026-01-01,3161.0
Visitor arrivals,New Zealand,Oahu,persons,2026-01-01,3012.0
Visitor arrivals,New Zealand,Kauai,persons,2026-01-01,149.0
Visitor arrivals,New Zealand,Maui County,persons,2026-01-01,509.0
Visitor arrivals,New Zealand,Maui Island,persons,2026-01-01,509.0
Visitor arrivals,New Zealand,Molokai,persons,2026-01-01,0.0
Visitor arrivals,New Zealand,Lanai,persons,2026-01-01,0.0
Visitor arrivals,New Zealand,Hawaii Island,persons,2026-01-01,276.0
Visitor arrivals,New Zealand,Hilo,persons,2026-01-01,127.0
Visitor arrivals,New Zealand,Kona,persons,2026-01-01,276.0
Visitor arrivals,Other Asia,Statewide,persons,2026-01-01,23669.0
Visitor arrivals,Other Asia,Oahu,persons,2026-01-01,23354.0
Visitor arrivals,Other Asia,Kauai,persons,2026-01-01,927.0
Visitor arrivals,Other Asia,Maui County,persons,2026-01-01,2630.0
Visitor arrivals,Other Asia,Maui Island,persons,2026-01-01,2495.0
Visitor arrivals,Other Asia,Molokai,persons,2026-01-01,163.0
Visitor arrivals,Other Asia,Lanai,persons,2026-01-01,269.0
Visitor arrivals,Other Asia,Hawaii Island,persons,2026-01-01,6234.0
Visitor arrivals,Other Asia,Hilo,persons,2026-01-01,3188.0
Visitor arrivals,Other Asia,Kona,persons,2026-01-01,4855.0
Visitor arrivals,China,Statewide,persons,2026-01-01,5883.0
Visitor arrivals,China,Oahu,persons,2026-01-01,5881.0
Visitor arrivals,China,Kauai,persons,2026-01-01,270.0
Visitor arrivals,China,Maui County,persons,2026-01-01,1082.0
Visitor arrivals,China,Maui Island,persons,2026-01-01,948.0
Visitor arrivals,China,Molokai,persons,2026-01-01,135.0
Visitor arrivals,China,Lanai,persons,2026-01-01,269.0
Visitor arrivals,China,Hawaii Island,persons,2026-01-01,2238.0
Visitor arrivals,China,Hilo,persons,2026-01-01,1088.0
Visitor arrivals,China,Kona,persons,2026-01-01,1628.0
Visitor arrivals,Hong Kong,Statewide,persons,2026-01-01,
Visitor arrivals,Korea,Statewide,persons,2026-01-01,16562.0
Visitor arrivals,Korea,Oahu,persons,2026-01-01,16337.0
Visitor arrivals,Korea,Kauai,persons,2026-01-01,531.0
Visitor arrivals,Korea,Maui County,persons,2026-01-01,1301.0
Visitor arrivals,Korea,Maui Island,persons,2026-01-01,1301.0
Visitor arrivals,Korea,Molokai,persons,2026-01-01,28.0
Visitor arrivals,Korea,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Korea,Hawaii Island,persons,2026-01-01,3559.0
Visitor arrivals,Korea,Hilo,persons,2026-01-01,1772.0
Visitor arrivals,Korea,Kona,persons,2026-01-01,3053.0
Visitor arrivals,Singapore,Statewide,persons,2026-01-01,
Visitor arrivals,Taiwan,Statewide,persons,2026-01-01,718.0
Visitor arrivals,Taiwan,Oahu,persons,2026-01-01,687.0
Visitor arrivals,Taiwan,Kauai,persons,2026-01-01,61.0
Visitor arrivals,Taiwan,Maui County,persons,2026-01-01,123.0
Visitor arrivals,Taiwan,Maui Island,persons,2026-01-01,123.0
Visitor arrivals,Taiwan,Molokai,persons,2026-01-01,0.0
Visitor arrivals,Taiwan,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Taiwan,Hawaii Island,persons,2026-01-01,276.0
Visitor arrivals,Taiwan,Hilo,persons,2026-01-01,184.0
Visitor arrivals,Taiwan,Kona,persons,2026-01-01,92.0
Visitor arrivals,Latin America,Statewide,persons,2026-01-01,1468.0
Visitor arrivals,Latin America,Oahu,persons,2026-01-01,1294.0
Visitor arrivals,Latin America,Kauai,persons,2026-01-01,60.0
Visitor arrivals,Latin America,Maui County,persons,2026-01-01,389.0
Visitor arrivals,Latin America,Maui Island,persons,2026-01-01,389.0
Visitor arrivals,Latin America,Molokai,persons,2026-01-01,0.0
Visitor arrivals,Latin America,Lanai,persons,2026-01-01,0.0
Visitor arrivals,Latin America,Hawaii Island,persons,2026-01-01,210.0
Visitor arrivals,Latin America,Hilo,persons,2026-01-01,62.0
Visitor arrivals,Latin America,Kona,persons,2026-01-01,170.0
Visitor arrivals,Argentina,Statewide,persons,2026-01-01,
Visitor arrivals,Brazil,Statewide,persons,2026-01-01,
Visitor arrivals,Mexico,Statewide,persons,2026-01-01,
Visitor arrivals,Visitors by ship,Statewide,persons,2026-01-01,15665.0
Visitor days,Total,Statewide,days,2026-01-01,8169271.0
Visitor days,US Total,Statewide,days,2026-01-01,6383406.0
Visitor days,Japan,Statewide,days,2026-01-01,332877.0
Visitor days,Canada,Statewide,days,2026-01-01,588326.0
Visitor days,Europe,Statewide,days,2026-01-01,74429.0
Visitor days,United Kingdom,Statewide,days,2026-01-01,
Visitor days,France,Statewide,days,2026-01-01,
Visitor days,Germany,Statewide,days,2026-01-01,
Visitor days,Italy,Statewide,days,2026-01-01,
Visitor days,Switzerland,Statewide,days,2026-01-01,
Visitor days,Oceania,Statewide,days,2026-01-01,153713.0
Visitor days,Australia,Statewide,days,2026-01-01,130383.0
Visitor days,New Zealand,Statewide,days,2026-01-01,23330.0
Visitor days,Other Asia,Statewide,days,2026-01-01,196528.0
Visitor days,China,Statewide,days,2026-01-01,46110.0
Visitor days,Hong Kong,Statewide,days,2026-01-01,
Visitor days,Korea,Statewide,days,2026-01-01,140617.0
Visitor days,Singapore,Statewide,days,2026-01-01,
Visitor days,Taiwan,Statewide,days,2026-01-01,5794.0
Visitor days,Latin America,Statewide,days,2026-01-01,15620.0
Visitor days,Argentina,Statewide,days,2026-01-01,
Visitor days,Brazil,Statewide,days,2026-01-01,
Visitor days,Mexico,Statewide,days,2026-01-01,
Visitor days,Visitors by ship,Statewide,days,2026-01-01,69269.0
Expenditure,Total,Statewide,$ mil,2026-01-01,2257.22
Expenditure,US Total,Statewide,$ mil,2026-01-01,1811.17
Expenditure,Japan,Statewide,$ mil,2026-01-01,83.18
Expenditure,Canada,Statewide,$ mil,2026-01-01,134.6
Expenditure,Europe,Statewide,$ mil,2026-01-01,20.16
Expenditure,Oceania,Statewide,$ mil,2026-01-01,46.84
Expenditure,Other Asia,Statewide,$ mil,2026-01-01,62.13
Expenditure,China,Statewide,$ mil,2026-01-01,17.65
Expenditure,Korea,Statewide,$ mil,2026-01-01,43.27
Expenditure,Latin America,Statewide,$ mil,2026-01-01,5.37
Expenditure,Visitors by ship,Statewide,$ mil,2026-01-01,6.94
Daily census,Total,Statewide,persons,2026-01-01,263525.0
Daily census,US Total,Statewide,persons,2026-01-01,205916.0
Daily census,Japan,Statewide,persons,2026-01-01,10738.0
Daily census,Canada,Statewide,persons,2026-01-01,18978.0
Daily census,Europe,Statewide,persons,2026-01-01,2401.0
Daily census,United Kingdom,Statewide,persons,2026-01-01,
Daily census,France,Statewide,persons,2026-01-01,
Daily census,Germany,Statewide,persons,2026-01-01,
Daily census,Italy,Statewide,persons,2026-01-01,
Daily census,Switzerland,Statewide,persons,2026-01-01,
Daily census,Oceania,Statewide,persons,2026-01-01,4958.0
Daily census,Australia,Statewide,persons,2026-01-01,4206.0
Daily census,New Zealand,Statewide,persons,2026-01-01,753.0
Daily census,Other Asia,Statewide,persons,2026-01-01,6340.0
Daily census,China,Statewide,persons,2026-01-01,1487.0
Daily census,Hong Kong,Statewide,persons,2026-01-01,
Daily census,Korea,Statewide,persons,2026-01-01,4536.0
Daily census,Singapore,Statewide,persons,2026-01-01,
Daily census,Taiwan,Statewide,persons,2026-01-01,187.0
Daily census,Latin America,Statewide,persons,2026-01-01,504.0
Daily census,Argentina,Statewide,persons,2026-01-01,
Daily census,Brazil,Statewide,persons,2026-01-01,
Daily census,Mexico,Statewide,persons,2026-01-01,
Daily census,Visitors by ship,Statewide,persons,2026-01-01,2234.0
Length of stay,Total,Statewide,days,2026-01-01,9.34
Length of stay,US Total,Statewide,days,2026-01-01,9.46
Length of stay,Japan,Statewide,days,2026-01-01,5.87
