indicator,category,units,period_date,value
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2013-11-01,
RevPAR,Statewide- Upscale,dollar,2013-11-01,
RevPAR,Oahu- Luxury,dollar,2013-11-01,
RevPAR,Other Maui CTY,dollar,2013-11-01,
RevPAR,Statewide- Upper Midscale,dollar,2013-11-01,
RevPAR,Oahu- Upper Upscale,dollar,2013-11-01,
RevPAR,Maui CTY- Luxury,dollar,2013-11-01,
RevPAR,Statewide- Midscale & Economy,dollar,2013-11-01,
RevPAR,Oahu- Upscale,dollar,2013-11-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2013-11-01,
RevPAR,Oahu- Upper Midscale,dollar,2013-11-01,
RevPAR,Oahu- Midscale & Economy,dollar,2013-11-01,
Occupancy,Statewide- All,percent,2013-12-01,72.6
Occupancy,Oahu- All,percent,2013-12-01,79.4
Occupancy,Maui CTY- All,percent,2013-12-01,68.6
Occupancy,Hawaii ISL- All,percent,2013-12-01,59.7
Occupancy,Kauai- All,percent,2013-12-01,61.0
Occupancy,Statewide- Luxury,percent,2013-12-01,
Occupancy,Waikiki,percent,2013-12-01,
Occupancy,Wailea,percent,2013-12-01,
Occupancy,Kohala Coast,percent,2013-12-01,
Occupancy,Statewide- Upper Upscale,percent,2013-12-01,
Occupancy,Other Oahu,percent,2013-12-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2013-12-01,
Occupancy,Statewide- Upscale,percent,2013-12-01,
Occupancy,Oahu- Luxury,percent,2013-12-01,
Occupancy,Other Maui CTY,percent,2013-12-01,
Occupancy,Statewide- Upper Midscale,percent,2013-12-01,
Occupancy,Oahu- Upper Upscale,percent,2013-12-01,
Occupancy,Maui CTY- Luxury,percent,2013-12-01,
Occupancy,Statewide- Midscale & Economy,percent,2013-12-01,
Occupancy,Oahu- Upscale,percent,2013-12-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2013-12-01,
Occupancy,Oahu- Upper Midscale,percent,2013-12-01,
Occupancy,Oahu- Midscale & Economy,percent,2013-12-01,
Avg daily rate,Statewide- All,dollar,2013-12-01,265.56
Avg daily rate,Oahu- All,dollar,2013-12-01,229.61
Avg daily rate,Maui CTY- All,dollar,2013-12-01,359.6
Avg daily rate,Hawaii ISL- All,dollar,2013-12-01,271.01
Avg daily rate,Kauai- All,dollar,2013-12-01,258.95
Avg daily rate,Statewide- Luxury,dollar,2013-12-01,
Avg daily rate,Waikiki,dollar,2013-12-01,
Avg daily rate,Wailea,dollar,2013-12-01,
Avg daily rate,Kohala Coast,dollar,2013-12-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2013-12-01,
Avg daily rate,Other Oahu,dollar,2013-12-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2013-12-01,
Avg daily rate,Statewide- Upscale,dollar,2013-12-01,
Avg daily rate,Oahu- Luxury,dollar,2013-12-01,
Avg daily rate,Other Maui CTY,dollar,2013-12-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2013-12-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2013-12-01,
Avg daily rate,Maui CTY- Luxury,dollar,2013-12-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2013-12-01,
Avg daily rate,Oahu- Upscale,dollar,2013-12-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2013-12-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2013-12-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2013-12-01,
RevPAR,Statewide- All,dollar,2013-12-01,192.8
RevPAR,Oahu- All,dollar,2013-12-01,182.31
RevPAR,Maui CTY- All,dollar,2013-12-01,246.69
RevPAR,Hawaii ISL- All,dollar,2013-12-01,161.79
RevPAR,Kauai- All,dollar,2013-12-01,157.96
RevPAR,Statewide- Luxury,dollar,2013-12-01,
RevPAR,Waikiki,dollar,2013-12-01,
RevPAR,Wailea,dollar,2013-12-01,
RevPAR,Kohala Coast,dollar,2013-12-01,
RevPAR,Statewide- Upper Upscale,dollar,2013-12-01,
RevPAR,Other Oahu,dollar,2013-12-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2013-12-01,
RevPAR,Statewide- Upscale,dollar,2013-12-01,
RevPAR,Oahu- Luxury,dollar,2013-12-01,
RevPAR,Other Maui CTY,dollar,2013-12-01,
RevPAR,Statewide- Upper Midscale,dollar,2013-12-01,
RevPAR,Oahu- Upper Upscale,dollar,2013-12-01,
RevPAR,Maui CTY- Luxury,dollar,2013-12-01,
RevPAR,Statewide- Midscale & Economy,dollar,2013-12-01,
RevPAR,Oahu- Upscale,dollar,2013-12-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2013-12-01,
RevPAR,Oahu- Upper Midscale,dollar,2013-12-01,
RevPAR,Oahu- Midscale & Economy,dollar,2013-12-01,
Occupancy,Statewide- All,percent,2014-01-01,79.5
Occupancy,Oahu- All,percent,2014-01-01,84.4
Occupancy,Maui CTY- All,percent,2014-01-01,75.7
Occupancy,Hawaii ISL- All,percent,2014-01-01,70.2
Occupancy,Kauai- All,percent,2014-01-01,74.4
Occupancy,Statewide- Luxury,percent,2014-01-01,
Occupancy,Waikiki,percent,2014-01-01,
Occupancy,Wailea,percent,2014-01-01,
Occupancy,Kohala Coast,percent,2014-01-01,
Occupancy,Statewide- Upper Upscale,percent,2014-01-01,
Occupancy,Other Oahu,percent,2014-01-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-01-01,
Occupancy,Statewide- Upscale,percent,2014-01-01,
Occupancy,Oahu- Luxury,percent,2014-01-01,
Occupancy,Other Maui CTY,percent,2014-01-01,
Occupancy,Statewide- Upper Midscale,percent,2014-01-01,
Occupancy,Oahu- Upper Upscale,percent,2014-01-01,
Occupancy,Maui CTY- Luxury,percent,2014-01-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-01-01,
Occupancy,Oahu- Upscale,percent,2014-01-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-01-01,
Occupancy,Oahu- Upper Midscale,percent,2014-01-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-01-01,
Avg daily rate,Statewide- All,dollar,2014-01-01,248.74
Avg daily rate,Oahu- All,dollar,2014-01-01,222.43
Avg daily rate,Maui CTY- All,dollar,2014-01-01,327.36
Avg daily rate,Hawaii ISL- All,dollar,2014-01-01,235.12
Avg daily rate,Kauai- All,dollar,2014-01-01,235.63
Avg daily rate,Statewide- Luxury,dollar,2014-01-01,
Avg daily rate,Waikiki,dollar,2014-01-01,
Avg daily rate,Wailea,dollar,2014-01-01,
Avg daily rate,Kohala Coast,dollar,2014-01-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2014-01-01,
Avg daily rate,Other Oahu,dollar,2014-01-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2014-01-01,
Avg daily rate,Statewide- Upscale,dollar,2014-01-01,
Avg daily rate,Oahu- Luxury,dollar,2014-01-01,
Avg daily rate,Other Maui CTY,dollar,2014-01-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2014-01-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2014-01-01,
Avg daily rate,Maui CTY- Luxury,dollar,2014-01-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2014-01-01,
Avg daily rate,Oahu- Upscale,dollar,2014-01-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2014-01-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2014-01-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2014-01-01,
RevPAR,Statewide- All,dollar,2014-01-01,197.75
RevPAR,Oahu- All,dollar,2014-01-01,187.73
RevPAR,Maui CTY- All,dollar,2014-01-01,247.81
RevPAR,Hawaii ISL- All,dollar,2014-01-01,165.05
RevPAR,Kauai- All,dollar,2014-01-01,175.31
RevPAR,Statewide- Luxury,dollar,2014-01-01,
RevPAR,Waikiki,dollar,2014-01-01,
RevPAR,Wailea,dollar,2014-01-01,
RevPAR,Kohala Coast,dollar,2014-01-01,
RevPAR,Statewide- Upper Upscale,dollar,2014-01-01,
RevPAR,Other Oahu,dollar,2014-01-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2014-01-01,
RevPAR,Statewide- Upscale,dollar,2014-01-01,
RevPAR,Oahu- Luxury,dollar,2014-01-01,
RevPAR,Other Maui CTY,dollar,2014-01-01,
RevPAR,Statewide- Upper Midscale,dollar,2014-01-01,
RevPAR,Oahu- Upper Upscale,dollar,2014-01-01,
RevPAR,Maui CTY- Luxury,dollar,2014-01-01,
RevPAR,Statewide- Midscale & Economy,dollar,2014-01-01,
RevPAR,Oahu- Upscale,dollar,2014-01-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2014-01-01,
RevPAR,Oahu- Upper Midscale,dollar,2014-01-01,
RevPAR,Oahu- Midscale & Economy,dollar,2014-01-01,
Occupancy,Statewide- All,percent,2014-02-01,84.8
Occupancy,Oahu- All,percent,2014-02-01,89.6
Occupancy,Maui CTY- All,percent,2014-02-01,81.0
Occupancy,Hawaii ISL- All,percent,2014-02-01,76.6
Occupancy,Kauai- All,percent,2014-02-01,78.2
Occupancy,Statewide- Luxury,percent,2014-02-01,
Occupancy,Waikiki,percent,2014-02-01,
Occupancy,Wailea,percent,2014-02-01,
Occupancy,Kohala Coast,percent,2014-02-01,
Occupancy,Statewide- Upper Upscale,percent,2014-02-01,
Occupancy,Other Oahu,percent,2014-02-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-02-01,
Occupancy,Statewide- Upscale,percent,2014-02-01,
Occupancy,Oahu- Luxury,percent,2014-02-01,
Occupancy,Other Maui CTY,percent,2014-02-01,
Occupancy,Statewide- Upper Midscale,percent,2014-02-01,
Occupancy,Oahu- Upper Upscale,percent,2014-02-01,
Occupancy,Maui CTY- Luxury,percent,2014-02-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-02-01,
Occupancy,Oahu- Upscale,percent,2014-02-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-02-01,
Occupancy,Oahu- Upper Midscale,percent,2014-02-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-02-01,
Avg daily rate,Statewide- All,dollar,2014-02-01,245.51
Avg daily rate,Oahu- All,dollar,2014-02-01,215.23
Avg daily rate,Maui CTY- All,dollar,2014-02-01,330.08
Avg daily rate,Hawaii ISL- All,dollar,2014-02-01,238.81
Avg daily rate,Kauai- All,dollar,2014-02-01,229.8
Avg daily rate,Statewide- Luxury,dollar,2014-02-01,
Avg daily rate,Waikiki,dollar,2014-02-01,
Avg daily rate,Wailea,dollar,2014-02-01,
Avg daily rate,Kohala Coast,dollar,2014-02-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2014-02-01,
Avg daily rate,Other Oahu,dollar,2014-02-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2014-02-01,
Avg daily rate,Statewide- Upscale,dollar,2014-02-01,
Avg daily rate,Oahu- Luxury,dollar,2014-02-01,
Avg daily rate,Other Maui CTY,dollar,2014-02-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2014-02-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2014-02-01,
Avg daily rate,Maui CTY- Luxury,dollar,2014-02-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2014-02-01,
Avg daily rate,Oahu- Upscale,dollar,2014-02-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2014-02-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2014-02-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2014-02-01,
RevPAR,Statewide- All,dollar,2014-02-01,208.19
RevPAR,Oahu- All,dollar,2014-02-01,192.85
RevPAR,Maui CTY- All,dollar,2014-02-01,267.36
RevPAR,Hawaii ISL- All,dollar,2014-02-01,182.93
RevPAR,Kauai- All,dollar,2014-02-01,179.7
RevPAR,Statewide- Luxury,dollar,2014-02-01,
RevPAR,Waikiki,dollar,2014-02-01,
RevPAR,Wailea,dollar,2014-02-01,
RevPAR,Kohala Coast,dollar,2014-02-01,
RevPAR,Statewide- Upper Upscale,dollar,2014-02-01,
RevPAR,Other Oahu,dollar,2014-02-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2014-02-01,
RevPAR,Statewide- Upscale,dollar,2014-02-01,
RevPAR,Oahu- Luxury,dollar,2014-02-01,
RevPAR,Other Maui CTY,dollar,2014-02-01,
RevPAR,Statewide- Upper Midscale,dollar,2014-02-01,
RevPAR,Oahu- Upper Upscale,dollar,2014-02-01,
RevPAR,Maui CTY- Luxury,dollar,2014-02-01,
RevPAR,Statewide- Midscale & Economy,dollar,2014-02-01,
RevPAR,Oahu- Upscale,dollar,2014-02-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2014-02-01,
RevPAR,Oahu- Upper Midscale,dollar,2014-02-01,
RevPAR,Oahu- Midscale & Economy,dollar,2014-02-01,
Occupancy,Statewide- All,percent,2014-03-01,78.6
Occupancy,Oahu- All,percent,2014-03-01,83.4
Occupancy,Maui CTY- All,percent,2014-03-01,77.8
Occupancy,Hawaii ISL- All,percent,2014-03-01,65.8
Occupancy,Kauai- All,percent,2014-03-01,71.0
Occupancy,Statewide- Luxury,percent,2014-03-01,
Occupancy,Waikiki,percent,2014-03-01,
Occupancy,Wailea,percent,2014-03-01,
Occupancy,Kohala Coast,percent,2014-03-01,
Occupancy,Statewide- Upper Upscale,percent,2014-03-01,
Occupancy,Other Oahu,percent,2014-03-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-03-01,
Occupancy,Statewide- Upscale,percent,2014-03-01,
Occupancy,Oahu- Luxury,percent,2014-03-01,
Occupancy,Other Maui CTY,percent,2014-03-01,
Occupancy,Statewide- Upper Midscale,percent,2014-03-01,
Occupancy,Oahu- Upper Upscale,percent,2014-03-01,
Occupancy,Maui CTY- Luxury,percent,2014-03-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-03-01,
Occupancy,Oahu- Upscale,percent,2014-03-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-03-01,
Occupancy,Oahu- Upper Midscale,percent,2014-03-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-03-01,
Avg daily rate,Statewide- All,dollar,2014-03-01,236.99
Avg daily rate,Oahu- All,dollar,2014-03-01,205.78
Avg daily rate,Maui CTY- All,dollar,2014-03-01,316.77
Avg daily rate,Hawaii ISL- All,dollar,2014-03-01,239.63
Avg daily rate,Kauai- All,dollar,2014-03-01,220.28
Avg daily rate,Statewide- Luxury,dollar,2014-03-01,
Avg daily rate,Waikiki,dollar,2014-03-01,
Avg daily rate,Wailea,dollar,2014-03-01,
Avg daily rate,Kohala Coast,dollar,2014-03-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2014-03-01,
Avg daily rate,Other Oahu,dollar,2014-03-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2014-03-01,
Avg daily rate,Statewide- Upscale,dollar,2014-03-01,
Avg daily rate,Oahu- Luxury,dollar,2014-03-01,
Avg daily rate,Other Maui CTY,dollar,2014-03-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2014-03-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2014-03-01,
Avg daily rate,Maui CTY- Luxury,dollar,2014-03-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2014-03-01,
Avg daily rate,Oahu- Upscale,dollar,2014-03-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2014-03-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2014-03-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2014-03-01,
RevPAR,Statewide- All,dollar,2014-03-01,186.27
RevPAR,Oahu- All,dollar,2014-03-01,171.62
RevPAR,Maui CTY- All,dollar,2014-03-01,246.45
RevPAR,Hawaii ISL- All,dollar,2014-03-01,157.68
RevPAR,Kauai- All,dollar,2014-03-01,156.4
RevPAR,Statewide- Luxury,dollar,2014-03-01,
RevPAR,Waikiki,dollar,2014-03-01,
RevPAR,Wailea,dollar,2014-03-01,
RevPAR,Kohala Coast,dollar,2014-03-01,
RevPAR,Statewide- Upper Upscale,dollar,2014-03-01,
RevPAR,Other Oahu,dollar,2014-03-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2014-03-01,
RevPAR,Statewide- Upscale,dollar,2014-03-01,
RevPAR,Oahu- Luxury,dollar,2014-03-01,
RevPAR,Other Maui CTY,dollar,2014-03-01,
RevPAR,Statewide- Upper Midscale,dollar,2014-03-01,
RevPAR,Oahu- Upper Upscale,dollar,2014-03-01,
RevPAR,Maui CTY- Luxury,dollar,2014-03-01,
RevPAR,Statewide- Midscale & Economy,dollar,2014-03-01,
RevPAR,Oahu- Upscale,dollar,2014-03-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2014-03-01,
RevPAR,Oahu- Upper Midscale,dollar,2014-03-01,
RevPAR,Oahu- Midscale & Economy,dollar,2014-03-01,
Occupancy,Statewide- All,percent,2014-04-01,72.6
Occupancy,Oahu- All,percent,2014-04-01,77.7
Occupancy,Maui CTY- All,percent,2014-04-01,71.2
Occupancy,Hawaii ISL- All,percent,2014-04-01,57.8
Occupancy,Kauai- All,percent,2014-04-01,68.6
Occupancy,Statewide- Luxury,percent,2014-04-01,
Occupancy,Waikiki,percent,2014-04-01,
Occupancy,Wailea,percent,2014-04-01,
Occupancy,Kohala Coast,percent,2014-04-01,
Occupancy,Statewide- Upper Upscale,percent,2014-04-01,
Occupancy,Other Oahu,percent,2014-04-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-04-01,
Occupancy,Statewide- Upscale,percent,2014-04-01,
Occupancy,Oahu- Luxury,percent,2014-04-01,
Occupancy,Other Maui CTY,percent,2014-04-01,
Occupancy,Statewide- Upper Midscale,percent,2014-04-01,
Occupancy,Oahu- Upper Upscale,percent,2014-04-01,
Occupancy,Maui CTY- Luxury,percent,2014-04-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-04-01,
Occupancy,Oahu- Upscale,percent,2014-04-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-04-01,
Occupancy,Oahu- Upper Midscale,percent,2014-04-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-04-01,
Avg daily rate,Statewide- All,dollar,2014-04-01,227.65
Avg daily rate,Oahu- All,dollar,2014-04-01,199.74
Avg daily rate,Maui CTY- All,dollar,2014-04-01,290.46
Avg daily rate,Hawaii ISL- All,dollar,2014-04-01,240.3
Avg daily rate,Kauai- All,dollar,2014-04-01,228.75
Avg daily rate,Statewide- Luxury,dollar,2014-04-01,
Avg daily rate,Waikiki,dollar,2014-04-01,
Avg daily rate,Wailea,dollar,2014-04-01,
Avg daily rate,Kohala Coast,dollar,2014-04-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2014-04-01,
Avg daily rate,Other Oahu,dollar,2014-04-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2014-04-01,
Avg daily rate,Statewide- Upscale,dollar,2014-04-01,
Avg daily rate,Oahu- Luxury,dollar,2014-04-01,
Avg daily rate,Other Maui CTY,dollar,2014-04-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2014-04-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2014-04-01,
Avg daily rate,Maui CTY- Luxury,dollar,2014-04-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2014-04-01,
Avg daily rate,Oahu- Upscale,dollar,2014-04-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2014-04-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2014-04-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2014-04-01,
RevPAR,Statewide- All,dollar,2014-04-01,165.27
RevPAR,Oahu- All,dollar,2014-04-01,155.2
RevPAR,Maui CTY- All,dollar,2014-04-01,206.81
RevPAR,Hawaii ISL- All,dollar,2014-04-01,138.89
RevPAR,Kauai- All,dollar,2014-04-01,156.92
RevPAR,Statewide- Luxury,dollar,2014-04-01,
RevPAR,Waikiki,dollar,2014-04-01,
RevPAR,Wailea,dollar,2014-04-01,
RevPAR,Kohala Coast,dollar,2014-04-01,
RevPAR,Statewide- Upper Upscale,dollar,2014-04-01,
RevPAR,Other Oahu,dollar,2014-04-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2014-04-01,
RevPAR,Statewide- Upscale,dollar,2014-04-01,
RevPAR,Oahu- Luxury,dollar,2014-04-01,
RevPAR,Other Maui CTY,dollar,2014-04-01,
RevPAR,Statewide- Upper Midscale,dollar,2014-04-01,
RevPAR,Oahu- Upper Upscale,dollar,2014-04-01,
RevPAR,Maui CTY- Luxury,dollar,2014-04-01,
RevPAR,Statewide- Midscale & Economy,dollar,2014-04-01,
RevPAR,Oahu- Upscale,dollar,2014-04-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2014-04-01,
RevPAR,Oahu- Upper Midscale,dollar,2014-04-01,
RevPAR,Oahu- Midscale & Economy,dollar,2014-04-01,
Occupancy,Statewide- All,percent,2014-05-01,72.8
Occupancy,Oahu- All,percent,2014-05-01,80.5
Occupancy,Maui CTY- All,percent,2014-05-01,67.3
Occupancy,Hawaii ISL- All,percent,2014-05-01,53.5
Occupancy,Kauai- All,percent,2014-05-01,70.7
Occupancy,Statewide- Luxury,percent,2014-05-01,
Occupancy,Waikiki,percent,2014-05-01,
Occupancy,Wailea,percent,2014-05-01,
Occupancy,Kohala Coast,percent,2014-05-01,
Occupancy,Statewide- Upper Upscale,percent,2014-05-01,
Occupancy,Other Oahu,percent,2014-05-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-05-01,
Occupancy,Statewide- Upscale,percent,2014-05-01,
Occupancy,Oahu- Luxury,percent,2014-05-01,
Occupancy,Other Maui CTY,percent,2014-05-01,
Occupancy,Statewide- Upper Midscale,percent,2014-05-01,
Occupancy,Oahu- Upper Upscale,percent,2014-05-01,
Occupancy,Maui CTY- Luxury,percent,2014-05-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-05-01,
Occupancy,Oahu- Upscale,percent,2014-05-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-05-01,
Occupancy,Oahu- Upper Midscale,percent,2014-05-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-05-01,
Avg daily rate,Statewide- All,dollar,2014-05-01,210.82
Avg daily rate,Oahu- All,dollar,2014-05-01,194.92
Avg daily rate,Maui CTY- All,dollar,2014-05-01,253.86
Avg daily rate,Hawaii ISL- All,dollar,2014-05-01,209.84
Avg daily rate,Kauai- All,dollar,2014-05-01,212.4
Avg daily rate,Statewide- Luxury,dollar,2014-05-01,
Avg daily rate,Waikiki,dollar,2014-05-01,
Avg daily rate,Wailea,dollar,2014-05-01,
Avg daily rate,Kohala Coast,dollar,2014-05-01,
Avg daily rate,Statewide- Upper Upscale,dollar,2014-05-01,
Avg daily rate,Other Oahu,dollar,2014-05-01,
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2014-05-01,
Avg daily rate,Statewide- Upscale,dollar,2014-05-01,
Avg daily rate,Oahu- Luxury,dollar,2014-05-01,
Avg daily rate,Other Maui CTY,dollar,2014-05-01,
Avg daily rate,Statewide- Upper Midscale,dollar,2014-05-01,
Avg daily rate,Oahu- Upper Upscale,dollar,2014-05-01,
Avg daily rate,Maui CTY- Luxury,dollar,2014-05-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2014-05-01,
Avg daily rate,Oahu- Upscale,dollar,2014-05-01,
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2014-05-01,
Avg daily rate,Oahu- Upper Midscale,dollar,2014-05-01,
Avg daily rate,Oahu- Midscale & Economy,dollar,2014-05-01,
RevPAR,Statewide- All,dollar,2014-05-01,153.48
RevPAR,Oahu- All,dollar,2014-05-01,156.91
RevPAR,Maui CTY- All,dollar,2014-05-01,170.85
RevPAR,Hawaii ISL- All,dollar,2014-05-01,112.26
RevPAR,Kauai- All,dollar,2014-05-01,150.17
RevPAR,Statewide- Luxury,dollar,2014-05-01,
RevPAR,Waikiki,dollar,2014-05-01,
RevPAR,Wailea,dollar,2014-05-01,
RevPAR,Kohala Coast,dollar,2014-05-01,
RevPAR,Statewide- Upper Upscale,dollar,2014-05-01,
RevPAR,Other Oahu,dollar,2014-05-01,
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2014-05-01,
RevPAR,Statewide- Upscale,dollar,2014-05-01,
RevPAR,Oahu- Luxury,dollar,2014-05-01,
RevPAR,Other Maui CTY,dollar,2014-05-01,
RevPAR,Statewide- Upper Midscale,dollar,2014-05-01,
RevPAR,Oahu- Upper Upscale,dollar,2014-05-01,
RevPAR,Maui CTY- Luxury,dollar,2014-05-01,
RevPAR,Statewide- Midscale & Economy,dollar,2014-05-01,
RevPAR,Oahu- Upscale,dollar,2014-05-01,
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2014-05-01,
RevPAR,Oahu- Upper Midscale,dollar,2014-05-01,
RevPAR,Oahu- Midscale & Economy,dollar,2014-05-01,
Occupancy,Statewide- All,percent,2014-06-01,76.5
Occupancy,Oahu- All,percent,2014-06-01,86.5
Occupancy,Maui CTY- All,percent,2014-06-01,68.2
Occupancy,Hawaii ISL- All,percent,2014-06-01,56.7
Occupancy,Kauai- All,percent,2014-06-01,68.3
Occupancy,Statewide- Luxury,percent,2014-06-01,
Occupancy,Waikiki,percent,2014-06-01,
Occupancy,Wailea,percent,2014-06-01,
Occupancy,Kohala Coast,percent,2014-06-01,
Occupancy,Statewide- Upper Upscale,percent,2014-06-01,
Occupancy,Other Oahu,percent,2014-06-01,
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2014-06-01,
Occupancy,Statewide- Upscale,percent,2014-06-01,
Occupancy,Oahu- Luxury,percent,2014-06-01,
Occupancy,Other Maui CTY,percent,2014-06-01,
Occupancy,Statewide- Upper Midscale,percent,2014-06-01,
Occupancy,Oahu- Upper Upscale,percent,2014-06-01,
Occupancy,Maui CTY- Luxury,percent,2014-06-01,
Occupancy,Statewide- Midscale & Economy,percent,2014-06-01,
Occupancy,Oahu- Upscale,percent,2014-06-01,
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2014-06-01,
Occupancy,Oahu- Upper Midscale,percent,2014-06-01,
Occupancy,Oahu- Midscale & Economy,percent,2014-06-01,
Avg daily rate,Statewide- All,dollar,2014-06-01,227.78
